PageValues,value_per_second,ExitRates,ProductRelated_Duration,Administrative,bounce_exit_ratio,Administrative_Duration,product_focus,avg_time_per_page,Informational,SpecialDay,Informational_Duration,TrafficType,Weekend,OperatingSystems,Browser,info_focus,Region,Revenue
-0.3123416163011209,-0.14642673569232698,-0.6183767663569865,-0.07626521375750946,0.20584375195664564,0.1089600678094908,0.34390738927313125,0.2526622877190851,-0.3342544790700431,-0.393510336677204,-0.3077111169871218,-0.2432247089937216,1.7201626640958172,-0.5481436281184001,-1.2263491110788471,3.30302382110778,-0.28059980254934197,1.1811326581414217,0
-0.20128114451812423,-0.13525612023484365,-0.7854971838322832,0.6676514561660054,1.1100041064024018,0.4282012233642559,2.0080308307317187,0.04702099081233256,-0.060690656585615774,1.1694395167489848,-0.3077111169871218,1.4481729527417282,-0.5155980004104308,-0.5481436281184001,-0.13439139021932858,-0.20263695446819072,0.1424388921918061,-0.06617580020277038,1
-0.12862274969488802,-0.13293402418830577,-0.6229136264164822,1.593237717258694,-0.3969298176738584,-0.6800951793393445,-0.2281695469333065,0.6128512025800029,-0.07615792654677479,-0.393510336677204,-0.3077111169871218,-0.2432247089937216,-0.5155980004104308,-0.5481436281184001,-0.13439139021932858,-0.20263695446819072,-0.28059980254934197,-0.481945286317501,0
1.6399190345705794,0.6870559970674228,-0.34395855463420955,-0.3046169629836353,-0.09554303285860638,0.05981148912517541,0.33544262572876965,-0.5097395942994795,0.5919277122919308,-0.393510336677204,-0.3077111169871218,-0.2432247089937216,-0.018762297186820147,-0.5481436281184001,-0.13439139021932858,1.5501934333197946,-0.28059980254934197,1.5969021442561522,0
0.22803096894194944,-0.11897324701691242,-0.6084237834911776,1.9203964084227443,4.726645524185426,0.5516627129081013,2.9715957204708197,-0.21517203633233462,-0.11185984630608059,4.295339223601362,-0.3077111169871218,5.0259224112842364,-0.7640158520222361,1.8243393678271456,-0.13439139021932858,-0.20263695446819072,0.320908376306973,-0.06617580020277038,0
-0.3123416163011209,-0.14642673569232698,0.10347142284589511,-0.40271252343354746,-0.3969298176738584,1.1227713296224076,-0.3360952821239168,-0.03844029424793415,0.1492978332214004,-0.393510336677204,-0.3077111169871218,-0.2432247089937216,-0.7640158520222361,-0.5481436281184001,0.95756633064019,0.3816398414611378,-0.28059980254934197,-0.8977147724322316,0
-0.3123416163011209,-0.14642673569232698,0.5821806996010137,-0.5197182772485693,-0.6983166024891104,0.8623268000328821,-0.4602451474412202,0.668512148498446,-0.5742445524133006,-0.393510336677204,-0.3077111169871218,-0.2432247089937216,-0.018762297186820147,-0.5481436281184001,-0.13439139021932858,-0.20263695446819072,-0.28059980254934197,-0.06617580020277038,0
-0.3123416163011209,-0.14642673569232698,0.6556190642549661,-0.514046927459837,-0.6983166024891104,-0.204103802641897,-0.4602451474412202,0.6685113068912607,-0.49926138062072645,-0.393510336677204,-0.3077111169871218,-0.2432247089937216,-0.5155980004104308,-0.5481436281184001,-0.13439139021932858,-0.20263695446819072,-0.28059980254934197,-0.06617580020277038,0
2.281812329021806,0.1551450034053177,-0.718039368624901,0.7163925492606813,1.7127776760329056,0.2965258576985466,0.3834096191468187,-0.22919950193578204,0.14696060327055596,-0.393510336677204,-0.3077111169871218,-0.2432247089937216,-0.5155980004104308,1.8243393678271456,-0.13439139021932858,0.9659166373904662,-0.28059980254934197,2.012671630370883,0
-0.3123416163011209,-0.14642673569232698,-0.7886685957290179,-0.5699319298030678,1.1100041064024018,-0.8314225737596143,0.33168050840983637,-2.1592901490164467,-0.528192058091934,-0.393510336677204,-0.3077111169871218,-0.2432247089937216,-0.26718014879862545,-0.5481436281184001,0.95756633064019,-0.20263695446819072,-0.28059980254934197,-0.481945286317501,0
